frame_number,gender,emotion,year,movie_name
64,woman,fear,2017,patel_ki_punjabi_shaadi
79,woman,happy,2017,patel_ki_punjabi_shaadi
80,man,happy,2017,patel_ki_punjabi_shaadi
80,woman,fear,2017,patel_ki_punjabi_shaadi
80,man,surprise,2017,patel_ki_punjabi_shaadi
31,man,happy,2017,patel_ki_punjabi_shaadi
31,woman,angry,2017,patel_ki_punjabi_shaadi
14,man,neutral,2012,chhodo_kal_ki_baatein
40,man,sad,2012,chhodo_kal_ki_baatein
33,man,neutral,2012,chhodo_kal_ki_baatein
13,man,angry,2012,chhodo_kal_ki_baatein
82,woman,happy,2012,chhodo_kal_ki_baatein
41,man,sad,2012,chhodo_kal_ki_baatein
9,man,surprise,2012,chhodo_kal_ki_baatein
32,man,angry,2012,chhodo_kal_ki_baatein
48,man,sad,2012,chhodo_kal_ki_baatein
31,woman,fear,2012,chhodo_kal_ki_baatein
93,man,fear,2009,quick_gun_murugun
93,man,angry,2009,quick_gun_murugun
51,woman,sad,2009,quick_gun_murugun
60,man,fear,2009,quick_gun_murugun
91,man,angry,2009,quick_gun_murugun
91,woman,sad,2009,quick_gun_murugun
35,man,neutral,2009,quick_gun_murugun
158,man,angry,2009,quick_gun_murugun
59,woman,fear,2009,quick_gun_murugun
38,man,surprise,2009,quick_gun_murugun
42,man,neutral,2009,quick_gun_murugun
138,man,sad,2009,quick_gun_murugun
92,man,angry,2009,quick_gun_murugun
92,woman,angry,2009,quick_gun_murugun
37,man,angry,2009,quick_gun_murugun
27,man,angry,2009,quick_gun_murugun
41,man,happy,2009,quick_gun_murugun
39,man,angry,2009,quick_gun_murugun
159,man,neutral,2009,quick_gun_murugun
34,woman,fear,2009,quick_gun_murugun
35,man,neutral,2014,station:_the_flim
36,woman,neutral,2014,station:_the_flim
36,man,neutral,2014,station:_the_flim
39,man,sad,2014,station:_the_flim
47,man,neutral,2014,station:_the_flim
48,man,sad,2014,station:_the_flim
34,woman,sad,2014,station:_the_flim
43,man,neutral,2014,station:_the_flim
85,man,neutral,2016,freaky_ali
85,man,sad,2016,freaky_ali
98,man,happy,2016,freaky_ali
132,man,happy,2016,freaky_ali
94,woman,happy,2016,freaky_ali
11,man,angry,2016,freaky_ali
131,man,happy,2016,freaky_ali
20,man,neutral,2016,freaky_ali
71,man,angry,2016,freaky_ali
76,man,neutral,2016,freaky_ali
76,woman,neutral,2016,freaky_ali
55,man,fear,2016,freaky_ali
36,woman,angry,2016,freaky_ali
36,man,angry,2016,freaky_ali
107,man,sad,2016,freaky_ali
106,man,neutral,2016,freaky_ali
106,man,disgust,2016,freaky_ali
70,woman,angry,2016,freaky_ali
90,woman,sad,2016,freaky_ali
38,man,sad,2016,freaky_ali
12,woman,angry,2016,freaky_ali
135,man,fear,2016,freaky_ali
135,woman,sad,2016,freaky_ali
92,woman,neutral,2016,freaky_ali
102,woman,happy,2016,freaky_ali
129,man,sad,2016,freaky_ali
129,woman,sad,2016,freaky_ali
37,man,surprise,2016,freaky_ali
7,woman,angry,2016,freaky_ali
133,woman,sad,2016,freaky_ali
133,woman,neutral,2016,freaky_ali
136,woman,angry,2016,freaky_ali
77,man,angry,2016,freaky_ali
82,woman,neutral,2016,freaky_ali
24,man,sad,2016,freaky_ali
16,woman,sad,2016,freaky_ali
65,man,sad,2016,freaky_ali
10,man,angry,2016,freaky_ali
134,man,fear,2016,freaky_ali
134,woman,sad,2016,freaky_ali
81,man,happy,2016,freaky_ali
113,man,angry,2016,freaky_ali
113,man,angry,2016,freaky_ali
100,man,sad,2016,freaky_ali
47,man,angry,2016,freaky_ali
115,man,angry,2016,freaky_ali
115,man,angry,2016,freaky_ali
95,man,neutral,2016,freaky_ali
78,man,neutral,2016,freaky_ali
97,woman,happy,2016,freaky_ali
34,woman,fear,2016,freaky_ali
105,man,happy,2016,freaky_ali
114,man,angry,2016,freaky_ali
114,man,sad,2016,freaky_ali
73,man,angry,2016,freaky_ali
64,woman,sad,2016,freaky_ali
130,man,neutral,2016,freaky_ali
112,man,happy,2016,freaky_ali
72,man,angry,2016,freaky_ali
79,man,sad,2016,freaky_ali
75,man,sad,2016,freaky_ali
80,man,happy,2016,freaky_ali
122,woman,angry,2017,chauhar
62,woman,angry,2017,chauhar
60,woman,happy,2017,chauhar
118,man,sad,2017,chauhar
118,man,happy,2017,chauhar
132,man,angry,2017,chauhar
61,woman,neutral,2017,chauhar
131,man,sad,2017,chauhar
88,man,neutral,2017,chauhar
88,man,fear,2017,chauhar
108,man,sad,2017,chauhar
104,woman,angry,2017,chauhar
106,man,angry,2017,chauhar
63,woman,angry,2017,chauhar
49,man,sad,2017,chauhar
49,man,happy,2017,chauhar
42,man,happy,2017,chauhar
42,man,happy,2017,chauhar
103,woman,sad,2017,chauhar
40,man,neutral,2017,chauhar
40,man,angry,2017,chauhar
89,man,neutral,2017,chauhar
89,man,fear,2017,chauhar
33,man,sad,2017,chauhar
33,man,fear,2017,chauhar
74,man,sad,2017,chauhar
133,man,angry,2017,chauhar
77,man,angry,2017,chauhar
17,woman,sad,2017,chauhar
41,man,neutral,2017,chauhar
41,man,happy,2017,chauhar
134,man,angry,2017,chauhar
39,man,happy,2017,chauhar
32,man,angry,2017,chauhar
32,man,sad,2017,chauhar
126,woman,sad,2017,chauhar
105,woman,angry,2017,chauhar
43,man,happy,2017,chauhar
43,man,angry,2017,chauhar
22,man,angry,2017,chauhar
73,woman,sad,2017,chauhar
72,man,angry,2017,chauhar
23,man,angry,2017,chauhar
139,man,neutral,2017,chauhar
18,woman,angry,2017,chauhar
31,man,sad,2017,chauhar
31,woman,angry,2017,chauhar
86,woman,neutral,2017,poorna:_courage_has_no_limit
45,man,angry,2017,poorna:_courage_has_no_limit
49,man,angry,2017,poorna:_courage_has_no_limit
116,woman,sad,2017,poorna:_courage_has_no_limit
37,man,angry,2017,poorna:_courage_has_no_limit
119,woman,sad,2017,poorna:_courage_has_no_limit
50,man,sad,2017,poorna:_courage_has_no_limit
123,man,angry,2017,poorna:_courage_has_no_limit
105,man,sad,2017,poorna:_courage_has_no_limit
14,man,angry,2017,mukti_bhawan
28,man,sad,2017,mukti_bhawan
98,man,happy,2017,mukti_bhawan
111,woman,sad,2017,mukti_bhawan
96,man,surprise,2017,mukti_bhawan
30,man,angry,2017,mukti_bhawan
76,woman,happy,2017,mukti_bhawan
86,man,sad,2017,mukti_bhawan
91,woman,sad,2017,mukti_bhawan
91,man,fear,2017,mukti_bhawan
90,man,angry,2017,mukti_bhawan
90,man,fear,2017,mukti_bhawan
26,woman,angry,2017,mukti_bhawan
42,woman,neutral,2017,mukti_bhawan
116,woman,sad,2017,mukti_bhawan
110,woman,sad,2017,mukti_bhawan
87,man,neutral,2017,mukti_bhawan
46,man,angry,2017,mukti_bhawan
41,woman,fear,2017,mukti_bhawan
113,woman,sad,2017,mukti_bhawan
115,woman,sad,2017,mukti_bhawan
97,man,happy,2017,mukti_bhawan
43,woman,angry,2017,mukti_bhawan
114,woman,sad,2017,mukti_bhawan
112,woman,sad,2017,mukti_bhawan
31,man,neutral,2017,mukti_bhawan
122,man,surprise,2017,meri_pyaari_bindu
28,man,sad,2017,meri_pyaari_bindu
118,man,surprise,2017,meri_pyaari_bindu
94,man,happy,2017,meri_pyaari_bindu
44,man,angry,2017,meri_pyaari_bindu
15,woman,neutral,2017,meri_pyaari_bindu
19,man,happy,2017,meri_pyaari_bindu
120,man,surprise,2017,meri_pyaari_bindu
45,man,surprise,2017,meri_pyaari_bindu
55,man,angry,2017,meri_pyaari_bindu
107,woman,happy,2017,meri_pyaari_bindu
68,man,angry,2017,meri_pyaari_bindu
121,man,surprise,2017,meri_pyaari_bindu
90,man,happy,2017,meri_pyaari_bindu
26,woman,sad,2017,meri_pyaari_bindu
26,man,happy,2017,meri_pyaari_bindu
49,woman,angry,2017,meri_pyaari_bindu
42,woman,happy,2017,meri_pyaari_bindu
42,woman,happy,2017,meri_pyaari_bindu
29,man,happy,2017,meri_pyaari_bindu
24,woman,neutral,2017,meri_pyaari_bindu
46,man,angry,2017,meri_pyaari_bindu
16,man,happy,2017,meri_pyaari_bindu
17,man,happy,2017,meri_pyaari_bindu
119,man,surprise,2017,meri_pyaari_bindu
123,man,surprise,2017,meri_pyaari_bindu
47,woman,happy,2017,meri_pyaari_bindu
48,man,happy,2017,meri_pyaari_bindu
34,man,happy,2017,meri_pyaari_bindu
21,man,happy,2017,meri_pyaari_bindu
124,man,surprise,2017,meri_pyaari_bindu
18,man,fear,2017,meri_pyaari_bindu
25,woman,sad,2017,meri_pyaari_bindu
25,man,happy,2017,meri_pyaari_bindu
60,man,sad,2015,the_silent_heroes
20,woman,happy,2015,the_silent_heroes
19,woman,angry,2015,the_silent_heroes
38,man,fear,2015,the_silent_heroes
26,woman,angry,2015,the_silent_heroes
40,man,disgust,2015,the_silent_heroes
13,woman,happy,2015,the_silent_heroes
24,man,neutral,2015,the_silent_heroes
22,man,sad,2015,the_silent_heroes
72,man,angry,2015,the_silent_heroes
23,man,surprise,2015,the_silent_heroes
25,woman,angry,2015,the_silent_heroes
28,man,fear,2009,de_dana_dan
58,man,happy,2009,de_dana_dan
20,man,angry,2009,de_dana_dan
71,man,sad,2009,de_dana_dan
19,man,angry,2009,de_dana_dan
19,man,sad,2009,de_dana_dan
55,man,happy,2009,de_dana_dan
68,woman,happy,2009,de_dana_dan
70,man,angry,2009,de_dana_dan
38,woman,happy,2009,de_dana_dan
69,woman,angry,2009,de_dana_dan
67,man,angry,2009,de_dana_dan
40,man,angry,2009,de_dana_dan
29,man,surprise,2009,de_dana_dan
110,man,sad,2009,de_dana_dan
66,man,happy,2009,de_dana_dan
27,man,surprise,2009,de_dana_dan
17,man,sad,2009,de_dana_dan
48,man,sad,2009,de_dana_dan
21,man,sad,2009,de_dana_dan
18,man,happy,2009,de_dana_dan
18,man,angry,2009,de_dana_dan
80,man,neutral,2009,de_dana_dan
122,man,neutral,2015,pyaar_ka_punchname_2
14,man,neutral,2015,pyaar_ka_punchname_2
28,man,angry,2015,pyaar_ka_punchname_2
51,woman,angry,2015,pyaar_ka_punchname_2
98,man,happy,2015,pyaar_ka_punchname_2
98,man,sad,2015,pyaar_ka_punchname_2
98,woman,happy,2015,pyaar_ka_punchname_2
118,man,sad,2015,pyaar_ka_punchname_2
132,man,angry,2015,pyaar_ka_punchname_2
44,woman,happy,2015,pyaar_ka_punchname_2
173,man,neutral,2015,pyaar_ka_punchname_2
4,man,neutral,2015,pyaar_ka_punchname_2
11,man,neutral,2015,pyaar_ka_punchname_2
131,man,neutral,2015,pyaar_ka_punchname_2
3,man,neutral,2015,pyaar_ka_punchname_2
170,man,happy,2015,pyaar_ka_punchname_2
15,man,neutral,2015,pyaar_ka_punchname_2
120,man,neutral,2015,pyaar_ka_punchname_2
108,woman,neutral,2015,pyaar_ka_punchname_2
140,man,happy,2015,pyaar_ka_punchname_2
140,man,happy,2015,pyaar_ka_punchname_2
140,man,neutral,2015,pyaar_ka_punchname_2
86,man,neutral,2015,pyaar_ka_punchname_2
156,woman,sad,2015,pyaar_ka_punchname_2
158,man,neutral,2015,pyaar_ka_punchname_2
158,man,neutral,2015,pyaar_ka_punchname_2
59,woman,sad,2015,pyaar_ka_punchname_2
107,woman,neutral,2015,pyaar_ka_punchname_2
104,man,sad,2015,pyaar_ka_punchname_2
168,man,neutral,2015,pyaar_ka_punchname_2
162,man,happy,2015,pyaar_ka_punchname_2
106,woman,sad,2015,pyaar_ka_punchname_2
106,man,sad,2015,pyaar_ka_punchname_2
106,woman,neutral,2015,pyaar_ka_punchname_2
52,woman,sad,2015,pyaar_ka_punchname_2
176,man,sad,2015,pyaar_ka_punchname_2
150,woman,happy,2015,pyaar_ka_punchname_2
68,man,sad,2015,pyaar_ka_punchname_2
121,man,neutral,2015,pyaar_ka_punchname_2
53,woman,sad,2015,pyaar_ka_punchname_2
142,man,happy,2015,pyaar_ka_punchname_2
142,man,happy,2015,pyaar_ka_punchname_2
12,man,neutral,2015,pyaar_ka_punchname_2
8,man,neutral,2015,pyaar_ka_punchname_2
8,man,happy,2015,pyaar_ka_punchname_2
8,man,happy,2015,pyaar_ka_punchname_2
63,woman,neutral,2015,pyaar_ka_punchname_2
165,man,angry,2015,pyaar_ka_punchname_2
171,man,surprise,2015,pyaar_ka_punchname_2
67,man,sad,2015,pyaar_ka_punchname_2
103,man,sad,2015,pyaar_ka_punchname_2
54,woman,happy,2015,pyaar_ka_punchname_2
138,man,angry,2015,pyaar_ka_punchname_2
138,man,neutral,2015,pyaar_ka_punchname_2
138,man,happy,2015,pyaar_ka_punchname_2
89,woman,neutral,2015,pyaar_ka_punchname_2
116,man,neutral,2015,pyaar_ka_punchname_2
135,man,happy,2015,pyaar_ka_punchname_2
135,man,neutral,2015,pyaar_ka_punchname_2
135,man,neutral,2015,pyaar_ka_punchname_2
109,man,sad,2015,pyaar_ka_punchname_2
175,man,angry,2015,pyaar_ka_punchname_2
164,man,angry,2015,pyaar_ka_punchname_2
66,woman,fear,2015,pyaar_ka_punchname_2
13,man,angry,2015,pyaar_ka_punchname_2
7,man,neutral,2015,pyaar_ka_punchname_2
7,man,happy,2015,pyaar_ka_punchname_2
7,woman,happy,2015,pyaar_ka_punchname_2
7,woman,happy,2015,pyaar_ka_punchname_2
133,woman,happy,2015,pyaar_ka_punchname_2
136,man,angry,2015,pyaar_ka_punchname_2
136,man,neutral,2015,pyaar_ka_punchname_2
136,man,sad,2015,pyaar_ka_punchname_2
172,man,sad,2015,pyaar_ka_punchname_2
141,man,angry,2015,pyaar_ka_punchname_2
141,man,neutral,2015,pyaar_ka_punchname_2
141,man,neutral,2015,pyaar_ka_punchname_2
16,man,sad,2015,pyaar_ka_punchname_2
17,man,neutral,2015,pyaar_ka_punchname_2
167,man,neutral,2015,pyaar_ka_punchname_2
10,man,neutral,2015,pyaar_ka_punchname_2
10,man,happy,2015,pyaar_ka_punchname_2
10,man,happy,2015,pyaar_ka_punchname_2
10,man,happy,2015,pyaar_ka_punchname_2
134,man,neutral,2015,pyaar_ka_punchname_2
134,man,neutral,2015,pyaar_ka_punchname_2
134,man,neutral,2015,pyaar_ka_punchname_2
166,man,angry,2015,pyaar_ka_punchname_2
160,man,sad,2015,pyaar_ka_punchname_2
169,man,angry,2015,pyaar_ka_punchname_2
119,man,neutral,2015,pyaar_ka_punchname_2
9,man,neutral,2015,pyaar_ka_punchname_2
9,man,happy,2015,pyaar_ka_punchname_2
9,woman,happy,2015,pyaar_ka_punchname_2
9,woman,happy,2015,pyaar_ka_punchname_2
100,man,happy,2015,pyaar_ka_punchname_2
100,woman,happy,2015,pyaar_ka_punchname_2
100,man,happy,2015,pyaar_ka_punchname_2
127,woman,happy,2015,pyaar_ka_punchname_2
157,man,sad,2015,pyaar_ka_punchname_2
137,man,neutral,2015,pyaar_ka_punchname_2
137,man,neutral,2015,pyaar_ka_punchname_2
137,man,neutral,2015,pyaar_ka_punchname_2
115,man,sad,2015,pyaar_ka_punchname_2
101,man,neutral,2015,pyaar_ka_punchname_2
159,man,fear,2015,pyaar_ka_punchname_2
99,man,happy,2015,pyaar_ka_punchname_2
99,man,fear,2015,pyaar_ka_punchname_2
99,woman,sad,2015,pyaar_ka_punchname_2
117,man,neutral,2015,pyaar_ka_punchname_2
105,woman,happy,2015,pyaar_ka_punchname_2
105,man,disgust,2015,pyaar_ka_punchname_2
105,woman,happy,2015,pyaar_ka_punchname_2
114,man,neutral,2015,pyaar_ka_punchname_2
6,man,neutral,2015,pyaar_ka_punchname_2
6,man,happy,2015,pyaar_ka_punchname_2
6,woman,happy,2015,pyaar_ka_punchname_2
6,woman,happy,2015,pyaar_ka_punchname_2
174,man,neutral,2015,pyaar_ka_punchname_2
64,woman,fear,2015,pyaar_ka_punchname_2
130,man,neutral,2015,pyaar_ka_punchname_2
5,man,neutral,2015,pyaar_ka_punchname_2
177,man,neutral,2015,pyaar_ka_punchname_2
139,man,neutral,2015,pyaar_ka_punchname_2
139,man,neutral,2015,pyaar_ka_punchname_2
139,man,neutral,2015,pyaar_ka_punchname_2
80,woman,sad,2015,pyaar_ka_punchname_2
62,man,sad,2014,action_jackson
60,woman,happy,2014,action_jackson
58,woman,happy,2014,action_jackson
61,woman,surprise,2014,action_jackson
96,man,sad,2014,action_jackson
147,man,angry,2014,action_jackson
71,man,neutral,2014,action_jackson
149,man,angry,2014,action_jackson
156,man,angry,2014,action_jackson
158,man,sad,2014,action_jackson
59,woman,happy,2014,action_jackson
168,man,neutral,2014,action_jackson
150,man,angry,2014,action_jackson
90,woman,neutral,2014,action_jackson
49,woman,fear,2014,action_jackson
56,man,neutral,2014,action_jackson
92,woman,happy,2014,action_jackson
83,woman,sad,2014,action_jackson
84,man,happy,2014,action_jackson
146,man,angry,2014,action_jackson
172,man,happy,2014,action_jackson
82,woman,sad,2014,action_jackson
81,woman,fear,2014,action_jackson
50,man,neutral,2014,action_jackson
148,man,angry,2014,action_jackson
48,man,angry,2014,action_jackson
95,man,angry,2014,action_jackson
57,man,neutral,2014,action_jackson
72,woman,neutral,2014,action_jackson
122,woman,happy,2013,prague
85,man,fear,2013,prague
62,man,happy,2013,prague
118,man,neutral,2013,prague
118,woman,angry,2013,prague
88,man,angry,2013,prague
71,woman,sad,2013,prague
30,man,sad,2013,prague
15,man,angry,2013,prague
108,man,happy,2013,prague
86,man,sad,2013,prague
107,man,sad,2013,prague
104,man,angry,2013,prague
104,man,happy,2013,prague
90,man,sad,2013,prague
63,woman,happy,2013,prague
63,woman,happy,2013,prague
69,man,sad,2013,prague
67,woman,fear,2013,prague
103,man,happy,2013,prague
109,woman,happy,2013,prague
92,man,sad,2013,prague
102,man,neutral,2013,prague
66,woman,sad,2013,prague
87,man,angry,2013,prague
16,man,sad,2013,prague
50,man,neutral,2013,prague
117,man,neutral,2013,prague
43,man,neutral,2013,prague
73,man,happy,2013,prague
64,woman,neutral,2013,prague
64,man,sad,2013,prague
64,man,happy,2013,prague
25,man,fear,2013,prague
31,man,sad,2013,prague
14,man,neutral,2012,blood_money
28,man,happy,2012,blood_money
28,man,happy,2012,blood_money
51,man,sad,2012,blood_money
94,man,sad,2012,blood_money
58,man,sad,2012,blood_money
61,woman,sad,2012,blood_money
44,man,sad,2012,blood_money
88,man,angry,2012,blood_money
30,man,fear,2012,blood_money
86,man,sad,2012,blood_money
55,man,angry,2012,blood_money
91,woman,sad,2012,blood_money
36,woman,happy,2012,blood_money
36,woman,happy,2012,blood_money
59,man,disgust,2012,blood_money
52,man,sad,2012,blood_money
38,woman,sad,2012,blood_money
38,man,sad,2012,blood_money
26,woman,sad,2012,blood_money
56,woman,sad,2012,blood_money
74,man,sad,2012,blood_money
92,woman,happy,2012,blood_money
29,woman,neutral,2012,blood_money
110,man,neutral,2012,blood_money
83,man,angry,2012,blood_money
66,man,surprise,2012,blood_money
13,woman,happy,2012,blood_money
13,woman,sad,2012,blood_money
77,man,angry,2012,blood_money
27,man,neutral,2012,blood_money
87,woman,neutral,2012,blood_money
65,man,surprise,2012,blood_money
10,man,neutral,2012,blood_money
81,man,neutral,2012,blood_money
50,woman,sad,2012,blood_money
9,woman,happy,2012,blood_money
9,man,happy,2012,blood_money
39,woman,sad,2012,blood_money
39,man,sad,2012,blood_money
95,man,angry,2012,blood_money
78,man,angry,2012,blood_money
43,man,fear,2012,blood_money
57,man,neutral,2012,blood_money
23,man,happy,2012,blood_money
75,man,angry,2012,blood_money
25,woman,fear,2012,blood_money
31,man,angry,2012,blood_money
28,woman,angry,2016,neerja
98,man,sad,2016,neerja
60,man,surprise,2016,neerja
118,man,neutral,2016,neerja
111,man,fear,2016,neerja
44,woman,sad,2016,neerja
131,man,sad,2016,neerja
96,man,sad,2016,neerja
86,woman,sad,2016,neerja
36,woman,happy,2016,neerja
68,man,happy,2016,neerja
90,woman,sad,2016,neerja
67,man,happy,2016,neerja
103,man,sad,2016,neerja
89,woman,neutral,2016,neerja
116,woman,neutral,2016,neerja
109,woman,sad,2016,neerja
102,man,sad,2016,neerja
129,man,happy,2016,neerja
37,woman,surprise,2016,neerja
87,woman,sad,2016,neerja
100,man,sad,2016,neerja
32,woman,sad,2016,neerja
48,man,happy,2016,neerja
95,woman,sad,2016,neerja
101,man,sad,2016,neerja
99,man,sad,2016,neerja
117,man,neutral,2016,neerja
117,man,angry,2016,neerja
97,man,sad,2016,neerja
34,man,sad,2016,neerja
114,man,sad,2016,neerja
130,man,sad,2016,neerja
25,woman,happy,2016,neerja
31,man,happy,2016,neerja
62,man,neutral,2017,commando_2
60,man,neutral,2017,commando_2
132,man,sad,2017,commando_2
132,woman,sad,2017,commando_2
61,man,angry,2017,commando_2
44,man,fear,2017,commando_2
11,man,fear,2017,commando_2
131,woman,fear,2017,commando_2
19,man,fear,2017,commando_2
76,man,sad,2017,commando_2
45,man,surprise,2017,commando_2
55,man,neutral,2017,commando_2
91,man,neutral,2017,commando_2
90,man,sad,2017,commando_2
63,man,angry,2017,commando_2
49,woman,sad,2017,commando_2
74,man,neutral,2017,commando_2
83,woman,angry,2017,commando_2
84,man,angry,2017,commando_2
133,man,neutral,2017,commando_2
77,woman,neutral,2017,commando_2
27,man,sad,2017,commando_2
87,man,sad,2017,commando_2
10,man,sad,2017,commando_2
134,woman,surprise,2017,commando_2
134,man,angry,2017,commando_2
43,woman,fear,2017,commando_2
43,woman,neutral,2017,commando_2
64,woman,angry,2017,commando_2
130,man,surprise,2017,commando_2
23,man,sad,2017,commando_2
75,man,neutral,2017,commando_2
122,man,sad,2010,rokkk
51,woman,neutral,2010,rokkk
55,woman,happy,2010,rokkk
106,man,sad,2010,rokkk
52,woman,neutral,2010,rokkk
53,woman,happy,2010,rokkk
103,woman,neutral,2010,rokkk
54,woman,sad,2010,rokkk
116,man,neutral,2010,rokkk
102,woman,neutral,2010,rokkk
83,man,angry,2010,rokkk
84,woman,fear,2010,rokkk
82,man,sad,2010,rokkk
117,man,sad,2010,rokkk
62,woman,neutral,2016,befikre
60,woman,sad,2016,befikre
111,man,happy,2016,befikre
132,man,happy,2016,befikre
61,man,fear,2016,befikre
131,woman,happy,2016,befikre
55,man,neutral,2016,befikre
55,woman,neutral,2016,befikre
2,woman,sad,2016,befikre
107,man,angry,2016,befikre
53,man,neutral,2016,befikre
63,man,sad,2016,befikre
49,woman,neutral,2016,befikre
67,woman,happy,2016,befikre
135,man,neutral,2016,befikre
33,woman,happy,2016,befikre
110,man,happy,2016,befikre
129,man,happy,2016,befikre
66,man,happy,2016,befikre
1,woman,sad,2016,befikre
1,man,angry,2016,befikre
133,woman,neutral,2016,befikre
133,woman,neutral,2016,befikre
82,woman,sad,2016,befikre
46,man,happy,2016,befikre
46,woman,happy,2016,befikre
0,man,angry,2016,befikre
65,man,surprise,2016,befikre
134,woman,neutral,2016,befikre
81,woman,sad,2016,befikre
113,woman,neutral,2016,befikre
32,woman,happy,2016,befikre
95,man,happy,2016,befikre
34,man,happy,2016,befikre
114,man,happy,2016,befikre
73,woman,happy,2016,befikre
64,man,fear,2016,befikre
130,man,happy,2016,befikre
112,man,sad,2016,befikre
72,man,angry,2016,befikre
79,man,fear,2016,befikre
75,man,surprise,2016,befikre
80,woman,sad,2016,befikre
31,man,sad,2016,befikre
85,man,neutral,2016,saat_uchakkey
28,woman,sad,2016,saat_uchakkey
51,man,angry,2016,saat_uchakkey
71,man,angry,2016,saat_uchakkey
30,woman,angry,2016,saat_uchakkey
45,man,fear,2016,saat_uchakkey
107,man,sad,2016,saat_uchakkey
104,woman,angry,2016,saat_uchakkey
52,man,angry,2016,saat_uchakkey
53,man,angry,2016,saat_uchakkey
63,man,angry,2016,saat_uchakkey
49,woman,sad,2016,saat_uchakkey
49,man,sad,2016,saat_uchakkey
49,man,fear,2016,saat_uchakkey
69,man,surprise,2016,saat_uchakkey
42,man,angry,2016,saat_uchakkey
103,woman,angry,2016,saat_uchakkey
54,man,neutral,2016,saat_uchakkey
40,man,angry,2016,saat_uchakkey
40,man,sad,2016,saat_uchakkey
109,woman,happy,2016,saat_uchakkey
109,woman,happy,2016,saat_uchakkey
29,man,sad,2016,saat_uchakkey
27,woman,sad,2016,saat_uchakkey
24,man,sad,2016,saat_uchakkey
46,woman,sad,2016,saat_uchakkey
46,man,sad,2016,saat_uchakkey
16,woman,sad,2016,saat_uchakkey
17,man,sad,2016,saat_uchakkey
41,man,angry,2016,saat_uchakkey
10,man,angry,2016,saat_uchakkey
81,woman,sad,2016,saat_uchakkey
81,man,angry,2016,saat_uchakkey
81,man,surprise,2016,saat_uchakkey
47,woman,sad,2016,saat_uchakkey
47,man,sad,2016,saat_uchakkey
48,woman,sad,2016,saat_uchakkey
48,man,sad,2016,saat_uchakkey
48,man,neutral,2016,saat_uchakkey
115,woman,neutral,2016,saat_uchakkey
115,man,neutral,2016,saat_uchakkey
43,man,sad,2016,saat_uchakkey
114,woman,fear,2016,saat_uchakkey
23,man,sad,2016,saat_uchakkey
80,man,angry,2016,saat_uchakkey
31,woman,fear,2016,saat_uchakkey
111,woman,surprise,2014,3_a
44,man,sad,2014,3_a
125,man,angry,2014,3_a
108,man,angry,2014,3_a
53,man,sad,2014,3_a
67,man,sad,2014,3_a
67,man,sad,2014,3_a
116,man,fear,2014,3_a
56,man,neutral,2014,3_a
56,man,neutral,2014,3_a
102,man,neutral,2014,3_a
83,woman,angry,2014,3_a
141,man,neutral,2014,3_a
113,man,sad,2014,3_a
47,man,sad,2014,3_a
48,man,angry,2014,3_a
115,man,neutral,2014,3_a
114,man,angry,2014,3_a
22,man,happy,2014,3_a
64,man,sad,2014,3_a
112,woman,angry,2014,3_a
72,woman,sad,2014,3_a
79,man,neutral,2014,3_a
139,man,sad,2014,3_a
80,man,sad,2014,3_a
58,man,sad,2013,b
49,man,angry,2013,b
83,man,angry,2013,b
83,woman,angry,2013,b
7,woman,neutral,2013,b
77,man,angry,2013,b
48,man,sad,2013,b
21,woman,neutral,2013,b
6,man,neutral,2013,b
72,woman,sad,2013,b
118,man,happy,2013,bandook
121,man,angry,2013,bandook
40,man,sad,2013,bandook
116,woman,happy,2013,bandook
74,man,happy,2013,bandook
160,man,sad,2013,bandook
117,woman,happy,2013,bandook
73,man,happy,2013,bandook
5,man,sad,2013,bandook
93,woman,surprise,2011,yeh_dooriyan
122,woman,happy,2011,yeh_dooriyan
122,woman,neutral,2011,yeh_dooriyan
85,woman,happy,2011,yeh_dooriyan
98,woman,sad,2011,yeh_dooriyan
60,woman,surprise,2011,yeh_dooriyan
60,woman,sad,2011,yeh_dooriyan
58,woman,happy,2011,yeh_dooriyan
58,woman,fear,2011,yeh_dooriyan
61,woman,neutral,2011,yeh_dooriyan
61,woman,sad,2011,yeh_dooriyan
96,man,angry,2011,yeh_dooriyan
20,man,sad,2011,yeh_dooriyan
30,woman,angry,2011,yeh_dooriyan
30,woman,happy,2011,yeh_dooriyan
19,man,sad,2011,yeh_dooriyan
120,woman,sad,2011,yeh_dooriyan
91,woman,sad,2011,yeh_dooriyan
59,man,sad,2011,yeh_dooriyan
107,man,sad,2011,yeh_dooriyan
68,man,happy,2011,yeh_dooriyan
70,man,neutral,2011,yeh_dooriyan
69,man,angry,2011,yeh_dooriyan
40,woman,happy,2011,yeh_dooriyan
116,woman,fear,2011,yeh_dooriyan
92,woman,neutral,2011,yeh_dooriyan
110,man,sad,2011,yeh_dooriyan
24,man,happy,2011,yeh_dooriyan
46,woman,neutral,2011,yeh_dooriyan
65,man,happy,2011,yeh_dooriyan
81,man,happy,2011,yeh_dooriyan
123,woman,sad,2011,yeh_dooriyan
100,man,happy,2011,yeh_dooriyan
32,woman,happy,2011,yeh_dooriyan
95,woman,neutral,2011,yeh_dooriyan
101,man,neutral,2011,yeh_dooriyan
117,woman,fear,2011,yeh_dooriyan
